,x,y,goal x,goal y,waypoint,current distance,obstacle distance,obstacle angle,heading,yaw,goal angle
124,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817867,0.3203572078474322
125,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817836,0.3203572078474322
126,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817854,0.3203572078474322
127,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.731697918781786,0.3203572078474322
128,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817869,0.3203572078474322
129,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817869,0.3203572078474322
130,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817835,0.3203572078474322
131,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817843,0.3203572078474322
132,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817834,0.3203572078474322
133,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.731697918781784,0.3203572078474322
134,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817869,0.3203572078474322
135,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817809,0.3203572078474322
136,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817818,0.3203572078474322
137,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817836,0.3203572078474322
138,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817833,0.3203572078474322
139,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817841,0.3203572078474322
140,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817829,0.3203572078474322
141,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817865,0.3203572078474322
142,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817876,0.3203572078474322
143,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817879,0.3203572078474322
