,x,y,goal x,goal y,waypoint,current distance,obstacle distance,obstacle angle,heading,yaw,goal angle
150,967571.3438433922,1935247.2379614273,967572.4631,1935248.799,1,1.92,3.5,0,-2.554,-2.7806131906986913,0.9487552552446695
151,967571.3571687357,1935247.2442302743,967572.4631,1935248.799,1,1.91,3.5,0,-2.554,-2.776559847138031,0.95251659948786
152,967571.3771585712,1935247.2535191574,967572.4631,1935248.799,1,1.89,3.5,0,-2.551,-2.774003730061486,0.9582900172729146
153,967571.3904216919,1935247.2598632895,967572.4631,1935248.799,1,1.88,3.5,0,-2.552,-2.7687132339105838,0.9621303444440961
154,967571.4036535781,1935247.2662526926,967572.4631,1935248.799,1,1.86,3.5,0,-2.555,-2.76245833142202,0.965995781783763
155,967571.4173873008,1935247.2775319805,967572.4631,1935248.799,1,1.85,3.5,0,-2.559,-2.7556421861764946,0.9686413520022988
156,967571.4284924063,1935247.283353555,967572.4631,1935248.799,1,1.84,3.5,0,-2.559,-2.751870625501579,0.9718316174453815
157,967571.4474771718,1935247.290612644,967572.4631,1935248.799,1,1.82,3.5,0,-2.554,-2.75049493471521,0.9782037766462941
158,967571.467647223,1935247.2981652212,967572.4631,1935248.799,1,1.8,3.5,0,-2.546,-2.7516720369438175,0.9851516828703143
159,967571.4889362075,1935247.3063458558,967572.4631,1935248.799,1,1.78,3.5,0,-2.539,-2.7516720369438175,0.9925684004129935
160,967571.503209604,1935247.3124772445,967572.4631,1935248.799,1,1.77,3.5,0,-2.534,-2.7515420794795644,0.9974296452927154
161,967571.5098060467,1935247.3159386148,967572.4631,1935248.799,1,1.76,3.5,0,-2.534,-2.7500405133767405,0.9995078244271226
162,967571.5373650497,1935247.3289179443,967572.4631,1935248.799,1,1.74,3.5,0,-2.53,-2.7444942234999643,1.0088125468006495
163,967571.544484189,1935247.332128287,967572.4631,1935248.799,1,1.73,3.5,0,-2.531,-2.7413635207467495,1.011304809583629
164,967571.569961523,1935247.3474543742,967572.4631,1935248.799,1,1.7,3.5,0,-2.531,-2.732561094833251,1.0192014939628513
165,967571.5822784228,1935247.3557361925,967572.4631,1935248.799,1,1.69,3.5,0,-2.532,-2.727867113132504,1.0228388727741622
166,967571.5984595923,1935247.3608605694,967572.4631,1935248.799,1,1.68,3.5,0,-2.533,-2.7204816492135557,1.0294791170978461
167,967571.6107560588,1935247.3665943244,967572.4631,1935248.799,1,1.67,3.5,0,-2.529,-2.7204816492135557,1.034029151192229
168,967571.6298378173,1935247.37542632,967572.4631,1935248.799,1,1.65,3.5,0,-2.527,-2.714889995713078,1.041232489979007
169,967571.6502911795,1935247.3862634283,967572.4631,1935248.799,1,1.63,3.5,0,-2.528,-2.706757788579865,1.0487039270624732
170,967571.6642715791,1935247.3935496002,967572.4631,1935248.799,1,1.62,3.5,0,-2.525,-2.7046427939945636,1.0539521788294717
171,967571.6773116956,1935247.4004851612,967572.4631,1935248.799,1,1.6,3.5,0,-2.522,-2.7023775427720906,1.0588829776059059
172,967571.7023594072,1935247.4140499784,967572.4631,1935248.799,1,1.58,3.5,0,-2.525,-2.689782852365188,1.068497610846002
